#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-24T17:33:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614e0aad5022e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/468/663&tab:{J/A+A/468/663/table3}&key:source=J/A+A/468/663/table3&HTTPPRM:&
#-source=J/A+A/468/663/table3
#-order=I
#-out=Star
#-out=Line
#-out=Elem
#-out=lambda
#-out=EP(low)
#-out=loggf
#-out=EW
#-out=A(Fe)
#

#RESOURCE=yCat_34680663
#Name: J/A+A/468/663
#Title: Li abundances in solar-analog stars (Takeda+, 2007)
#Table	J_A_A_468_663_table3:
#Name: J/A+A/468/663/table3
#Title: EWs of Fe I/Fe II lines and resulting Fe abundances
#Column	Star	(A10)	Star name (Sun/Moon or HIP NNNNNN)	[ucd=meta.id;meta.main]
#Column	Line	(I4)	Line No. (cf. Takeda et al. 2005, Cat. <J/PASJ/57/27>)	[ucd=meta.id;spect.line]
#Column	Elem	(F5.2)	26.00 for Fe I, 26.01 for Fe II	[ucd=meta.note]
#Column	lambda	(F8.3)	Line wavelength	[ucd=em.wl;spect.line]
#Column	EP(low)	(F6.3)	Excitation potential of the lower level	[ucd=phys.atmol.excitation;phys.atmol.level]
#Column	loggf	(F6.3)	log(gf) value	[ucd=stat.value;arith.zp]
#Column	EW	(F5.1)	? Fe line equivalent width	[ucd=spect.line.eqWidth]
#Column	A(Fe)	(F5.2)	? Line-by-line Fe abundance	[ucd=phys.abund.Fe]
Star|Line|Elem|lambda|EP(low)|loggf|EW|A(Fe)
HIP   9829| 150|26.00|6804.001| 4.650|-1.522|     |
HIP   9829| 151|26.00|6804.275| 4.580|-1.776|     |
HIP   9829|1063|26.00|5522.447| 4.209|-1.373|     |
HIP   9829|1064|26.00|5546.500| 4.371|-1.018| 41.7| 7.17
HIP   9829|1065|26.00|5549.948| 3.695|-2.762|  7.3| 7.18
HIP   9829|1066|26.00|5552.691| 4.956|-1.704|  4.5| 7.13
HIP   9829|1067|26.00|5559.638| 4.988|-1.614|  6.2| 7.23
HIP   9829|1068|26.00|5568.072| 4.154|-2.889|  2.6| 7.27
HIP   9829|1069|26.00|5568.867| 3.635|-2.817|  6.3| 7.10
HIP   9829|1070|26.00|5577.031| 5.033|-1.446|  6.4| 7.11
HIP   9829|1071|26.00|5587.573| 4.143|-1.593| 28.3| 7.19
HIP   9829|1072|26.00|5595.075| 5.064|-1.633|  4.2| 7.13
HIP   9829|1073|26.00|5608.974| 4.209|-2.287|     |
HIP   9829|1074|26.00|5618.631| 4.209|-1.233| 42.2| 7.22
HIP   9829|1075|26.00|5619.587| 4.386|-1.409| 24.4| 7.16
HIP   9829|1076|26.00|5636.696| 3.640|-2.495| 15.6| 7.24
HIP   9829|1077|26.00|5638.262| 4.220|-0.663| 66.8| 7.18
HIP   9829|1078|26.00|5650.020| 5.099|-0.749| 26.1| 7.22
HIP   9829|1079|26.00|5650.704| 5.085|-0.672| 27.9| 7.19
HIP   9829|1080|26.00|5651.470| 4.473|-1.747| 14.3| 7.27
HIP   9829|1081|26.00|5652.320| 4.260|-1.731| 20.4| 7.24
HIP   9829|1082|26.00|5653.889| 4.386|-1.334| 27.3| 7.15
HIP   9829|1083|26.00|5672.267| 4.584|-2.836|     |
HIP   9829|1084|26.00|5679.025| 4.652|-0.626| 48.8| 7.19
HIP   9829|1085|26.00|5680.241| 4.186|-2.306|  8.1| 7.25
HIP   9829|1086|26.00|5731.762| 4.256|-1.050| 48.6| 7.21
HIP   9829|1087|26.00|5732.275| 4.991|-1.400|  8.6| 7.16
HIP   9829|1088|26.00|5752.023| 4.548|-0.846| 45.0| 7.22
HIP   9829|1089|26.00|5753.121| 4.260|-0.594| 67.8| 7.18
HIP   9829|1090|26.00|5760.345| 3.642|-2.438| 16.3| 7.20
HIP   9829|1091|26.00|5775.080| 4.220|-1.059| 48.9| 7.18
HIP   9829|1092|26.00|5793.913| 4.220|-1.578| 25.7| 7.18
HIP   9829|1093|26.00|5814.805| 4.283|-1.797| 16.1| 7.18
HIP   9829|1094|26.00|5827.875| 3.283|-3.165|  8.3| 7.21
HIP   9829|1095|26.00|5835.098| 4.256|-2.113| 10.3| 7.24
HIP   9829|1096|26.00|5837.700| 4.294|-2.255|     |
HIP   9829|1097|26.00|5845.266| 5.033|-1.673|  4.8| 7.20
HIP   9829|1098|26.00|5849.682| 3.695|-2.885|  5.6| 7.16
HIP   9829|1099|26.00|5852.217| 4.548|-1.127| 32.3| 7.22
HIP   9829|1100|26.00|5853.149| 1.485|-5.089|  6.6| 7.19
HIP   9829|1101|26.00|5856.083| 4.294|-1.513| 26.1| 7.21
HIP   9829|1102|26.00|5858.779| 4.220|-2.156|  8.1| 7.13
HIP   9829|1103|26.00|5859.578| 4.548|-0.489| 59.3| 7.14
HIP   9829|1104|26.00|5861.107| 4.283|-2.327|  5.9| 7.21
HIP   9829|1105|26.00|5880.029| 4.558|-1.877|     |
HIP   9829|1106|26.00|5881.279| 4.607|-1.741|     |
HIP   9829|1107|26.00|5902.485| 4.593|-1.783|     |
HIP   9829|1108|26.00|5905.689| 4.652|-0.650|     |
HIP   9829|1109|26.00|5916.249| 2.453|-2.882| 49.4| 7.23
HIP   9829|1110|26.00|5927.786| 4.652|-0.987|     |
HIP   9829|1111|26.00|5929.667| 4.548|-1.140| 31.7| 7.22
HIP   9829|1112|26.00|5934.653| 3.929|-1.015| 68.1| 7.24
HIP   9829|1113|26.00|5969.559| 4.283|-2.732|     |
HIP   9829|1114|26.00|5976.157| 4.294|-3.155|     |
HIP   9829|1115|26.00|5984.814| 4.733|-0.129| 70.8| 7.18
HIP   9829|1116|26.00|5987.066| 4.795|-0.307| 53.6| 7.09
HIP   9829|1117|26.00|6003.010| 3.882|-0.903| 74.2| 7.20
HIP   9829|1118|26.00|6027.050| 4.076|-1.065| 53.8| 7.17
HIP   9829|1119|26.00|6034.033| 4.312|-2.335|  4.9| 7.15
HIP   9829|1120|26.00|6093.666| 4.607|-1.297| 23.8| 7.23
HIP   9829|1121|26.00|6094.364| 4.652|-1.557| 14.7| 7.25
HIP   9829|1122|26.00|6096.662| 3.984|-1.758| 28.3| 7.18
HIP   9829|1123|26.00|6105.152| 4.548|-1.916|  8.1| 7.20
HIP   9829|1124|26.00|6127.909| 4.143|-1.352| 38.5| 7.17
HIP   9829|1125|26.00|6165.361| 4.143|-1.434| 37.0| 7.22
HIP   9829|1126|26.00|6187.398| 2.832|-4.094|  3.1| 7.20
HIP   9829|1127|26.00|6187.987| 3.943|-1.587| 36.5| 7.14
HIP   9829|1128|26.00|6199.507| 2.559|-4.283|     |
HIP   9829|1129|26.00|6213.429| 2.223|-2.562| 74.5| 7.17
HIP   9829|1130|26.00|6220.776| 3.882|-2.322| 14.1| 7.22
HIP   9829|1131|26.00|6221.670| 0.859|-6.441|     |
HIP   9829|1132|26.00|6226.730| 3.883|-2.055| 21.1| 7.18
HIP   9829|1133|26.00|6229.225| 2.845|-2.877| 30.6| 7.19
HIP   9829|1134|26.00|6302.494| 3.686|-1.163|     |
HIP   9829|1135|26.00|6330.838| 4.733|-1.152| 25.8| 7.25
HIP   9829|1136|26.00|6335.328| 2.198|-2.349| 90.9| 7.24
HIP   9829|1137|26.00|6367.111| 4.795|-2.373|     |
HIP   9829|1138|26.00|6392.538| 2.279|-3.939| 12.6| 7.14
HIP   9829|1139|26.00|6436.411| 4.186|-2.337|  7.8| 7.23
HIP   9829|1140|26.00|6472.150| 4.371|-3.140|     |
HIP   9829|1141|26.00|6494.980| 2.404|-1.301|     |
HIP   9829|1142|26.00|6496.469| 4.795|-0.483|     |
HIP   9829|1143|26.00|6591.325| 4.593|-1.957|  6.3| 7.14
HIP   9829|1144|26.00|6608.024| 2.279|-3.952| 11.6| 7.10
HIP   9829|1145|26.00|6627.540| 4.548|-1.452| 21.9| 7.24
HIP   9829|1146|26.00|6646.932| 2.608|-3.931|  8.6| 7.26
HIP   9829|1147|26.00|6667.417| 2.453|-4.315|  4.8| 7.21
HIP   9829|1148|26.00|6676.863| 4.558|-2.699|     |
HIP   9829|1149|26.00|6703.568| 2.759|-3.008| 28.6| 7.16
HIP   9829|1150|26.00|6710.316| 1.485|-4.813| 13.1| 7.20
HIP   9829|1151|26.00|6712.441| 4.988|-2.071|     |
HIP   9829|1152|26.00|6725.353| 4.103|-2.178| 11.2| 7.15
HIP   9829|1153|26.00|6726.661| 4.607|-1.003| 37.0| 7.20
HIP   9829|1154|26.00|6732.070| 4.584|-2.111|  5.3| 7.20
HIP   9829|1155|26.00|6733.151| 4.638|-1.403| 18.8| 7.19
HIP   9829|1156|26.00|6745.090| 4.580|-2.065|  6.4| 7.24
HIP   9829|1157|26.00|6745.955| 4.076|-2.632|  4.4| 7.13
HIP   9829|1158|26.00|6746.953| 2.608|-4.337|     |
HIP   9829|1159|26.00|6783.264| 2.559|-4.550|     |
HIP   9829|1162|26.00|6806.847| 2.727|-3.098|     |
HIP   9829|1163|26.00|6810.257| 4.607|-0.927|     |
HIP   9829|1164|26.00|6824.825| 4.988|-2.125|     |
HIP   9829| 207|26.01|5525.125| 3.267|-4.007|     |
HIP   9829| 208|26.01|6432.680| 2.891|-3.579| 30.8| 7.15
HIP   9829| 209|26.01|6516.080| 2.891|-3.302| 45.9| 7.22
HIP   9829|2005|26.01|5991.376| 3.153|-3.540| 23.1| 7.18
HIP   9829|2006|26.01|6084.111| 3.199|-3.791| 14.6| 7.20
HIP   9829|2007|26.01|6141.033| 3.230|-4.872|     |
HIP   9829|2008|26.01|6149.258| 3.889|-2.720| 26.3| 7.17
HIP   9829|2009|26.01|6239.953| 3.889|-3.423|  7.2| 7.12
HIP   9829|2010|26.01|6247.557| 3.892|-2.336| 43.4| 7.21
HIP   9829|2011|26.01|6269.967| 3.245|-4.355|     |
HIP   9829|2012|26.01|6446.410| 6.222|-1.938|  2.5| 7.29
HIP   9829|2013|26.01|6456.383| 3.903|-2.142| 52.0| 7.21
HIP  10321| 109|26.00|5600.226| 4.260|-1.429| 41.1| 7.50
HIP  10321| 110|26.00|5661.348| 4.280|-1.790| 23.4| 7.48
HIP  10321| 111|26.00|5696.102| 4.550|-1.847| 16.1| 7.58
HIP  10321| 112|26.00|5701.545| 2.560|-2.087| 87.1| 7.43
HIP  10321| 113|26.00|5705.466| 4.300|-1.433| 38.5| 7.48
HIP  10321| 114|26.00|5778.455| 2.590|-3.468| 22.6| 7.47
HIP  10321| 115|26.00|5784.657| 3.340|-2.615| 26.6| 7.45
HIP  10321| 116|26.00|5855.091| 4.607|-1.478| 25.1| 7.52
HIP  10321| 117|26.00|5909.970| 3.210|-2.579| 31.3| 7.39
HIP  10321| 118|26.00|5956.692| 0.859|-4.537| 57.5| 7.51
HIP  10321| 119|26.00|6082.708| 2.223|-3.555| 40.5| 7.57
HIP  10321| 120|26.00|6120.244| 0.910|-5.906|  6.8| 7.57
HIP  10321| 121|26.00|6136.993| 2.198|-2.910| 66.2| 7.41
HIP  10321| 122|26.00|6151.617| 2.176|-3.296| 53.2| 7.51
HIP  10321| 123|26.00|6173.341| 2.223|-2.888| 71.1| 7.50
HIP  10321| 124|26.00|6180.203| 2.730|-2.615| 56.9| 7.46
HIP  10321| 125|26.00|6200.314| 2.609|-2.360| 76.2| 7.48
HIP  10321| 126|26.00|6219.279| 2.198|-2.458| 96.1| 7.52
HIP  10321| 127|26.00|6232.639| 3.650|-1.197| 91.4| 7.55
HIP  10321| 128|26.00|6240.645| 2.220|-3.269| 53.0| 7.52
HIP  10321| 129|26.00|6265.131| 2.176|-2.578| 91.7| 7.53
HIP  10321| 130|26.00|6271.276| 3.330|-2.751| 26.2| 7.54
HIP  10321| 131|26.00|6280.616| 0.859|-4.363|     |
HIP  10321| 132|26.00|6297.792| 2.223|-2.740| 77.9| 7.48
HIP  10321| 133|26.00|6311.500| 2.832|-3.141| 31.2| 7.55
HIP  10321| 134|26.00|6322.690| 2.588|-2.326| 83.3| 7.55
HIP  10321| 135|26.00|6353.835| 0.915|-6.477|     |
HIP  10321| 136|26.00|6481.869| 2.279|-2.933| 70.2| 7.56
HIP  10321| 137|26.00|6498.937| 0.958|-4.632| 45.9| 7.43
HIP  10321| 138|26.00|6518.365| 2.830|-2.564|     |
HIP  10321| 139|26.00|6574.225| 0.990|-4.980| 28.4| 7.46
HIP  10321| 140|26.00|6581.207| 1.480|-4.751|     |
HIP  10321| 141|26.00|6593.871| 2.433|-2.359| 89.7| 7.51
HIP  10321| 142|26.00|6609.110| 2.559|-2.616| 69.4| 7.51
HIP  10321| 143|26.00|6625.021| 1.010|-5.307| 17.6| 7.51
HIP  10321| 144|26.00|6667.725| 4.580|-2.125|  8.9| 7.54
HIP  10321| 145|26.00|6699.162| 4.590|-2.081|  8.6| 7.49
HIP  10321| 146|26.00|6739.520| 1.557|-4.790| 14.2| 7.43
HIP  10321| 147|26.00|6750.150| 2.424|-2.570| 77.3| 7.47
HIP  10321| 148|26.00|6752.705| 4.640|-1.186| 38.8| 7.51
HIP  10321| 149|26.00|6793.252| 4.080|-2.366| 12.4| 7.45
HIP  10321| 150|26.00|6804.001| 4.650|-1.522|     |
HIP  10321| 151|26.00|6804.275| 4.580|-1.776|     |
HIP  10321|1063|26.00|5522.447| 4.209|-1.373|     |
HIP  10321|1064|26.00|5546.500| 4.371|-1.018| 53.6| 7.48
HIP  10321|1065|26.00|5549.948| 3.695|-2.762| 11.0| 7.47
HIP  10321|1066|26.00|5552.691| 4.956|-1.704|  8.2| 7.48
HIP  10321|1067|26.00|5559.638| 4.988|-1.614|  9.4| 7.49
HIP  10321|1068|26.00|5568.072| 4.154|-2.889|  3.9| 7.55
HIP  10321|1069|26.00|5568.867| 3.635|-2.817|     |
HIP  10321|1070|26.00|5577.031| 5.033|-1.446| 10.3| 7.41
HIP  10321|1071|26.00|5587.573| 4.143|-1.593| 33.9| 7.39
HIP  10321|1072|26.00|5595.075| 5.064|-1.633|  8.9| 7.55
HIP  10321|1073|26.00|5608.974| 4.209|-2.287| 10.1| 7.45
HIP  10321|1074|26.00|5618.631| 4.209|-1.233| 50.7| 7.45
HIP  10321|1075|26.00|5619.587| 4.386|-1.409| 34.1| 7.45
HIP  10321|1076|26.00|5636.696| 3.640|-2.495| 22.3| 7.53
HIP  10321|1077|26.00|5638.262| 4.220|-0.663| 83.3| 7.51
HIP  10321|1078|26.00|5650.020| 5.099|-0.749| 39.2| 7.53
HIP  10321|1079|26.00|5650.704| 5.085|-0.672| 40.8| 7.53
HIP  10321|1080|26.00|5651.470| 4.473|-1.747| 20.2| 7.53
HIP  10321|1081|26.00|5652.320| 4.260|-1.731| 27.9| 7.51
HIP  10321|1082|26.00|5653.889| 4.386|-1.334| 38.6| 7.46
HIP  10321|1083|26.00|5672.267| 4.584|-2.836|     |
HIP  10321|1084|26.00|5679.025| 4.652|-0.626| 63.3| 7.52
HIP  10321|1085|26.00|5680.241| 4.186|-2.306| 11.0| 7.49
HIP  10321|1086|26.00|5731.762| 4.256|-1.050| 62.4| 7.53
HIP  10321|1087|26.00|5732.275| 4.991|-1.400| 13.3| 7.45
HIP  10321|1088|26.00|5752.023| 4.548|-0.846| 56.9| 7.51
HIP  10321|1089|26.00|5753.121| 4.260|-0.594| 84.7| 7.52
HIP  10321|1090|26.00|5760.345| 3.642|-2.438| 24.9| 7.54
HIP  10321|1091|26.00|5775.080| 4.220|-1.059| 63.0| 7.51
HIP  10321|1092|26.00|5793.913| 4.220|-1.578| 36.7| 7.51
HIP  10321|1093|26.00|5814.805| 4.283|-1.797| 22.6| 7.46
HIP  10321|1094|26.00|5827.875| 3.283|-3.165|     |
HIP  10321|1095|26.00|5835.098| 4.256|-2.113| 14.6| 7.50
HIP  10321|1096|26.00|5837.700| 4.294|-2.255| 10.4| 7.51
HIP  10321|1097|26.00|5845.266| 5.033|-1.673|  8.2| 7.51
HIP  10321|1098|26.00|5849.682| 3.695|-2.885|  7.5| 7.39
HIP  10321|1099|26.00|5852.217| 4.548|-1.127| 40.7| 7.46
HIP  10321|1100|26.00|5853.149| 1.485|-5.089|  8.8| 7.48
HIP  10321|1101|26.00|5856.083| 4.294|-1.513| 36.2| 7.51
HIP  10321|1102|26.00|5858.779| 4.220|-2.156| 14.2| 7.49
HIP  10321|1103|26.00|5859.578| 4.548|-0.489| 74.0| 7.43
HIP  10321|1104|26.00|5861.107| 4.283|-2.327|  8.6| 7.47
HIP  10321|1105|26.00|5880.029| 4.558|-1.877|     |
HIP  10321|1106|26.00|5881.279| 4.607|-1.741|     |
HIP  10321|1107|26.00|5902.485| 4.593|-1.783|     |
HIP  10321|1108|26.00|5905.689| 4.652|-0.650|     |
HIP  10321|1109|26.00|5916.249| 2.453|-2.882| 58.8| 7.51
HIP  10321|1110|26.00|5927.786| 4.652|-0.987|     |
HIP  10321|1111|26.00|5929.667| 4.548|-1.140| 41.8| 7.50
HIP  10321|1112|26.00|5934.653| 3.929|-1.015| 78.5| 7.47
HIP  10321|1113|26.00|5969.559| 4.283|-2.732|  4.6| 7.58
HIP  10321|1114|26.00|5976.157| 4.294|-3.155|     |
HIP  10321|1115|26.00|5984.814| 4.733|-0.129| 82.3| 7.40
HIP  10321|1116|26.00|5987.066| 4.795|-0.307| 72.1| 7.47
HIP  10321|1117|26.00|6003.010| 3.882|-0.903| 90.1| 7.51
HIP  10321|1118|26.00|6027.050| 4.076|-1.065| 66.0| 7.47
HIP  10321|1119|26.00|6034.033| 4.312|-2.335|  7.9| 7.46
HIP  10321|1120|26.00|6093.666| 4.607|-1.297| 32.0| 7.49
HIP  10321|1121|26.00|6094.364| 4.652|-1.557| 20.4| 7.50
HIP  10321|1122|26.00|6096.662| 3.984|-1.758| 39.9| 7.50
HIP  10321|1123|26.00|6105.152| 4.548|-1.916| 13.0| 7.51
HIP  10321|1124|26.00|6127.909| 4.143|-1.352| 50.9| 7.50
HIP  10321|1125|26.00|6165.361| 4.143|-1.434| 46.0| 7.48
HIP  10321|1126|26.00|6187.398| 2.832|-4.094|  3.9| 7.43
HIP  10321|1127|26.00|6187.987| 3.943|-1.587| 50.4| 7.49
HIP  10321|1128|26.00|6199.507| 2.559|-4.283|  5.8| 7.53
HIP  10321|1129|26.00|6213.429| 2.223|-2.562| 88.7| 7.52
HIP  10321|1130|26.00|6220.776| 3.882|-2.322| 18.5| 7.45
HIP  10321|1131|26.00|6221.670| 0.859|-6.441|     |
HIP  10321|1132|26.00|6226.730| 3.883|-2.055| 30.3| 7.49
HIP  10321|1133|26.00|6229.225| 2.845|-2.877| 38.8| 7.47
HIP  10321|1134|26.00|6302.494| 3.686|-1.163| 89.1| 7.51
HIP  10321|1135|26.00|6330.838| 4.733|-1.152| 34.9| 7.52
HIP  10321|1136|26.00|6335.328| 2.198|-2.349|104.2| 7.53
HIP  10321|1137|26.00|6367.111| 4.795|-2.373|     |
HIP  10321|1138|26.00|6392.538| 2.279|-3.939| 18.2| 7.47
HIP  10321|1139|26.00|6436.411| 4.186|-2.337| 10.4| 7.46
HIP  10321|1140|26.00|6472.150| 4.371|-3.140|  1.3| 7.48
HIP  10321|1141|26.00|6494.980| 2.404|-1.301|     |
HIP  10321|1142|26.00|6496.469| 4.795|-0.483| 61.1| 7.43
HIP  10321|1143|26.00|6591.325| 4.593|-1.957| 12.9| 7.57
HIP  10321|1144|26.00|6608.024| 2.279|-3.952| 17.9| 7.46
HIP  10321|1145|26.00|6627.540| 4.548|-1.452| 28.3| 7.47
HIP  10321|1146|26.00|6646.932| 2.608|-3.931| 12.0| 7.55
HIP  10321|1147|26.00|6667.417| 2.453|-4.315|     |
HIP  10321|1148|26.00|6676.863| 4.558|-2.699|     |
HIP  10321|1149|26.00|6703.568| 2.759|-3.008| 37.8| 7.46
HIP  10321|1150|26.00|6710.316| 1.485|-4.813| 17.4| 7.49
HIP  10321|1151|26.00|6712.441| 4.988|-2.071|  4.5| 7.55
HIP  10321|1152|26.00|6725.353| 4.103|-2.178| 20.2| 7.55
HIP  10321|1153|26.00|6726.661| 4.607|-1.003| 50.2| 7.51
HIP  10321|1154|26.00|6732.070| 4.584|-2.111|  9.7| 7.57
HIP  10321|1155|26.00|6733.151| 4.638|-1.403| 27.7| 7.49
HIP  10321|1156|26.00|6745.090| 4.580|-2.065|  9.3| 7.49
HIP  10321|1157|26.00|6745.955| 4.076|-2.632|  9.3| 7.57
HIP  10321|1158|26.00|6746.953| 2.608|-4.337|  4.6| 7.49
HIP  10321|1159|26.00|6783.264| 2.559|-4.550|     |
HIP  10321|1162|26.00|6806.847| 2.727|-3.098|     |
HIP  10321|1163|26.00|6810.257| 4.607|-0.927|     |
HIP  10321|1164|26.00|6824.825| 4.988|-2.125|     |
HIP  10321| 207|26.01|5525.125| 3.267|-4.007|     |
HIP  10321| 208|26.01|6432.680| 2.891|-3.579| 37.9| 7.50
HIP  10321| 209|26.01|6516.080| 2.891|-3.302|     |
HIP  10321|2005|26.01|5991.376| 3.153|-3.540| 27.7| 7.49
HIP  10321|2006|26.01|6084.111| 3.199|-3.791| 19.3| 7.54
HIP  10321|2007|26.01|6141.033| 3.230|-4.872|     |
HIP  10321|2008|26.01|6149.258| 3.889|-2.720| 34.0| 7.52
HIP  10321|2009|26.01|6239.953| 3.889|-3.423| 10.0| 7.45
HIP  10321|2010|26.01|6247.557| 3.892|-2.336| 52.0| 7.54
HIP  10321|2011|26.01|6269.967| 3.245|-4.355|  4.8| 7.42
HIP  10321|2012|26.01|6446.410| 6.222|-1.938|  2.9| 7.45
HIP  10321|2013|26.01|6456.383| 3.903|-2.142| 62.2| 7.56
HIP  11728| 109|26.00|5600.226| 4.260|-1.429| 42.3| 7.53
HIP  11728| 110|26.00|5661.348| 4.280|-1.790| 25.1| 7.52
HIP  11728| 111|26.00|5696.102| 4.550|-1.847| 15.5| 7.55
HIP  11728| 112|26.00|5701.545| 2.560|-2.087| 87.7| 7.49
HIP  11728| 113|26.00|5705.466| 4.300|-1.433| 43.9| 7.60
HIP  11728| 114|26.00|5778.455| 2.590|-3.468| 25.5| 7.54
HIP  11728| 115|26.00|5784.657| 3.340|-2.615| 29.3| 7.52
HIP  11728| 116|26.00|5855.091| 4.607|-1.478| 25.5| 7.53
HIP  11728| 117|26.00|5909.970| 3.210|-2.579|     |
HIP  11728| 118|26.00|5956.692| 0.859|-4.537| 55.4| 7.48
HIP  11728| 119|26.00|6082.708| 2.223|-3.555| 40.0| 7.56
HIP  11728| 120|26.00|6120.244| 0.910|-5.906|  8.0| 7.64
HIP  11728| 121|26.00|6136.993| 2.198|-2.910| 67.7| 7.45
HIP  11728| 122|26.00|6151.617| 2.176|-3.296| 53.4| 7.52
HIP  11728| 123|26.00|6173.341| 2.223|-2.888| 71.5| 7.53
HIP  11728| 124|26.00|6180.203| 2.730|-2.615| 59.5| 7.52
HIP  11728| 125|26.00|6200.314| 2.609|-2.360| 77.6| 7.54
HIP  11728| 126|26.00|6219.279| 2.198|-2.458| 92.7| 7.50
HIP  11728| 127|26.00|6232.639| 3.650|-1.197| 86.9| 7.53
HIP  11728| 128|26.00|6240.645| 2.220|-3.269| 50.9| 7.49
HIP  11728| 129|26.00|6265.131| 2.176|-2.578| 86.9| 7.47
HIP  11728| 130|26.00|6271.276| 3.330|-2.751| 24.6| 7.50
HIP  11728| 131|26.00|6280.616| 0.859|-4.363| 71.8| 7.61
HIP  11728| 132|26.00|6297.792| 2.223|-2.740| 77.2| 7.49
HIP  11728| 133|26.00|6311.500| 2.832|-3.141| 32.0| 7.57
HIP  11728| 134|26.00|6322.690| 2.588|-2.326| 80.0| 7.52
HIP  11728| 135|26.00|6353.835| 0.915|-6.477|     |
HIP  11728| 136|26.00|6481.869| 2.279|-2.933| 66.9| 7.51
HIP  11728| 137|26.00|6498.937| 0.958|-4.632| 50.0| 7.51
HIP  11728| 138|26.00|6518.365| 2.830|-2.564| 60.4| 7.56
HIP  11728| 139|26.00|6574.225| 0.990|-4.980| 31.9| 7.53
HIP  11728| 140|26.00|6581.207| 1.480|-4.751| 22.9| 7.59
HIP  11728| 141|26.00|6593.871| 2.433|-2.359| 89.7| 7.55
HIP  11728| 142|26.00|6609.110| 2.559|-2.616| 71.1| 7.56
HIP  11728| 143|26.00|6625.021| 1.010|-5.307| 19.6| 7.57
HIP  11728| 144|26.00|6667.725| 4.580|-2.125|  9.1| 7.54
HIP  11728| 145|26.00|6699.162| 4.590|-2.081|  8.7| 7.49
HIP  11728| 146|26.00|6739.520| 1.557|-4.790| 15.2| 7.47
HIP  11728| 147|26.00|6750.150| 2.424|-2.570| 78.3| 7.52
HIP  11728| 148|26.00|6752.705| 4.640|-1.186| 38.6| 7.52
HIP  11728| 149|26.00|6793.252| 4.080|-2.366|     |
HIP  11728| 150|26.00|6804.001| 4.650|-1.522|     |
HIP  11728| 151|26.00|6804.275| 4.580|-1.776|     |
HIP  11728|1063|26.00|5522.447| 4.209|-1.373|     |
HIP  11728|1064|26.00|5546.500| 4.371|-1.018| 56.1| 7.55
HIP  11728|1065|26.00|5549.948| 3.695|-2.762| 12.6| 7.54
HIP  11728|1066|26.00|5552.691| 4.956|-1.704|  8.7| 7.51
HIP  11728|1067|26.00|5559.638| 4.988|-1.614|  9.1| 7.47
HIP  11728|1068|26.00|5568.072| 4.154|-2.889|  3.9| 7.54
HIP  11728|1069|26.00|5568.867| 3.635|-2.817| 10.0| 7.42
HIP  11728|1070|26.00|5577.031| 5.033|-1.446|     |
HIP  11728|1071|26.00|5587.573| 4.143|-1.593| 34.6| 7.41
HIP  11728|1072|26.00|5595.075| 5.064|-1.633|     |
HIP  11728|1073|26.00|5608.974| 4.209|-2.287| 12.6| 7.56
HIP  11728|1074|26.00|5618.631| 4.209|-1.233| 54.3| 7.55
HIP  11728|1075|26.00|5619.587| 4.386|-1.409| 37.7| 7.54
HIP  11728|1076|26.00|5636.696| 3.640|-2.495| 23.5| 7.57
HIP  11728|1077|26.00|5638.262| 4.220|-0.663| 81.8| 7.53
HIP  11728|1078|26.00|5650.020| 5.099|-0.749| 40.1| 7.56
HIP  11728|1079|26.00|5650.704| 5.085|-0.672| 44.9| 7.62
HIP  11728|1080|26.00|5651.470| 4.473|-1.747| 20.3| 7.53
HIP  11728|1081|26.00|5652.320| 4.260|-1.731| 28.4| 7.52
HIP  11728|1082|26.00|5653.889| 4.386|-1.334| 40.1| 7.50
HIP  11728|1083|26.00|5672.267| 4.584|-2.836|     |
HIP  11728|1084|26.00|5679.025| 4.652|-0.626| 62.1| 7.53
HIP  11728|1085|26.00|5680.241| 4.186|-2.306| 13.4| 7.59
HIP  11728|1086|26.00|5731.762| 4.256|-1.050| 61.4| 7.54
HIP  11728|1087|26.00|5732.275| 4.991|-1.400| 16.4| 7.55
HIP  11728|1088|26.00|5752.023| 4.548|-0.846| 57.8| 7.55
HIP  11728|1089|26.00|5753.121| 4.260|-0.594| 80.3| 7.49
HIP  11728|1090|26.00|5760.345| 3.642|-2.438| 26.2| 7.57
HIP  11728|1091|26.00|5775.080| 4.220|-1.059| 62.9| 7.53
HIP  11728|1092|26.00|5793.913| 4.220|-1.578| 36.8| 7.51
HIP  11728|1093|26.00|5814.805| 4.283|-1.797| 26.1| 7.55
HIP  11728|1094|26.00|5827.875| 3.283|-3.165| 12.7| 7.53
HIP  11728|1095|26.00|5835.098| 4.256|-2.113| 15.0| 7.51
HIP  11728|1096|26.00|5837.700| 4.294|-2.255| 11.5| 7.55
HIP  11728|1097|26.00|5845.266| 5.033|-1.673|  7.3| 7.45
